% WordBreakProperty-10.0.0.txt
% Date: 2017-03-10, 02:00:42 GMT
% © 2017 Unicode®, Inc.
% Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
% For terms of use, see http://www.unicode.org/terms_of_use.html
%
% Unicode Character Database
%   For documentation, see http://www.unicode.org/reports/tr44/

% ================================================

% Property:	Word_Break

%  All code points not explicitly listed for Word_Break
%  have the value Other (XX).

% @missing: 16#0000..16#10FFFF; Other

% ================================================

16#1BA1          ; Extend % Mc       SUNDANESE CONSONANT SIGN PAMINGKAL
16#1BA2..16#1BA5    ; Extend % Mn   [4] SUNDANESE CONSONANT SIGN PANYAKRA..16#SUNDANESE VOWEL SIGN PANYUKU
16#1BA6..16#1BA7    ; Extend % Mc   [2] SUNDANESE VOWEL SIGN PANAELAENG..16#SUNDANESE VOWEL SIGN PANOLONG
16#1BA8..16#1BA9    ; Extend % Mn   [2] SUNDANESE VOWEL SIGN PAMEPET..16#SUNDANESE VOWEL SIGN PANEULEUNG
16#1BAA          ; Extend % Mc       SUNDANESE SIGN PAMAAEH
16#1BAB..16#1BAD    ; Extend % Mn   [3] SUNDANESE SIGN VIRAMA..16#SUNDANESE CONSONANT SIGN PASANGAN WA
16#1BE6          ; Extend % Mn       BATAK SIGN TOMPI
16#1BE7          ; Extend % Mc       BATAK VOWEL SIGN E
16#1BE8..16#1BE9    ; Extend % Mn   [2] BATAK VOWEL SIGN PAKPAK E..16#BATAK VOWEL SIGN EE
16#1BEA..16#1BEC    ; Extend % Mc   [3] BATAK VOWEL SIGN I..16#BATAK VOWEL SIGN O
16#1BED          ; Extend % Mn       BATAK VOWEL SIGN KARO O
16#1BEE          ; Extend % Mc       BATAK VOWEL SIGN U
16#1BEF..16#1BF1    ; Extend % Mn   [3] BATAK VOWEL SIGN U FOR SIMALUNGUN SA..16#BATAK CONSONANT SIGN H
16#1BF2..16#1BF3    ; Extend % Mc   [2] BATAK PANGOLAT..16#BATAK PANONGONAN
16#1C24..16#1C2B    ; Extend % Mc   [8] LEPCHA SUBJOINED LETTER YA..16#LEPCHA VOWEL SIGN UU
16#1C2C..16#1C33    ; Extend % Mn   [8] LEPCHA VOWEL SIGN E..16#LEPCHA CONSONANT SIGN T
16#1C34..16#1C35    ; Extend % Mc   [2] LEPCHA CONSONANT SIGN NYIN-DO..16#LEPCHA CONSONANT SIGN KANG
16#1C36..16#1C37    ; Extend % Mn   [2] LEPCHA SIGN RAN..16#LEPCHA SIGN NUKTA
16#1CD0..16#1CD2    ; Extend % Mn   [3] VEDIC TONE KARSHANA..16#VEDIC TONE PRENKHA
16#1CD4..16#1CE0    ; Extend % Mn  [13] VEDIC SIGN YAJURVEDIC MIDLINE SVARITA..16#VEDIC TONE RIGVEDIC KASHMIRI INDEPENDENT SVARITA
16#1CE1          ; Extend % Mc       VEDIC TONE ATHARVAVEDIC INDEPENDENT SVARITA
16#1CE2..16#1CE8    ; Extend % Mn   [7] VEDIC SIGN VISARGA SVARITA..16#VEDIC SIGN VISARGA ANUDATTA WITH TAIL
16#1CED          ; Extend % Mn       VEDIC SIGN TIRYAK
16#1CF2..16#1CF3    ; Extend % Mc   [2] VEDIC SIGN ARDHAVISARGA..16#VEDIC SIGN ROTATED ARDHAVISARGA
16#1CF4          ; Extend % Mn       VEDIC TONE CANDRA ABOVE
16#1CF7          ; Extend % Mc       VEDIC SIGN ATIKRAMA
16#1CF8..16#1CF9    ; Extend % Mn   [2] VEDIC TONE RING ABOVE..16#VEDIC TONE DOUBLE RING ABOVE
16#1DC0..16#1DF9    ; Extend % Mn  [58] COMBINING DOTTED GRAVE ACCENT..16#COMBINING WIDE INVERTED BRIDGE BELOW
16#1DFB..16#1DFF    ; Extend % Mn   [5] COMBINING DELETION MARK..16#COMBINING RIGHT ARROWHEAD AND DOWN ARROWHEAD BELOW
16#200C          ; Extend % Cf       ZERO WIDTH NON-JOINER
16#20D0..16#20DC    ; Extend % Mn  [13] COMBINING LEFT HARPOON ABOVE..16#COMBINING FOUR DOTS ABOVE
16#20DD..16#20E0    ; Extend % Me   [4] COMBINING ENCLOSING CIRCLE..16#COMBINING ENCLOSING CIRCLE BACKSLASH
16#20E1          ; Extend % Mn       COMBINING LEFT RIGHT ARROW ABOVE
16#20E2..16#20E4    ; Extend % Me   [3] COMBINING ENCLOSING SCREEN..16#COMBINING ENCLOSING UPWARD POINTING TRIANGLE
16#20E5..16#20F0    ; Extend % Mn  [12] COMBINING REVERSE SOLIDUS OVERLAY..16#COMBINING ASTERISK ABOVE
16#2CEF..16#2CF1    ; Extend % Mn   [3] COPTIC COMBINING NI ABOVE..16#COPTIC COMBINING SPIRITUS LENIS
16#2D7F          ; Extend % Mn       TIFINAGH CONSONANT JOINER
16#2DE0..16#2DFF    ; Extend % Mn  [32] COMBINING CYRILLIC LETTER BE..16#COMBINING CYRILLIC LETTER IOTIFIED BIG YUS
16#302A..16#302D    ; Extend % Mn   [4] IDEOGRAPHIC LEVEL TONE MARK..16#IDEOGRAPHIC ENTERING TONE MARK
16#302E..16#302F    ; Extend % Mc   [2] HANGUL SINGLE DOT TONE MARK..16#HANGUL DOUBLE DOT TONE MARK
16#3099..16#309A    ; Extend % Mn   [2] COMBINING KATAKANA-HIRAGANA VOICED SOUND MARK..16#COMBINING KATAKANA-HIRAGANA SEMI-VOICED SOUND MARK
16#A66F          ; Extend % Mn       COMBINING CYRILLIC VZMET
16#A670..16#A672    ; Extend % Me   [3] COMBINING CYRILLIC TEN MILLIONS SIGN..16#COMBINING CYRILLIC THOUSAND MILLIONS SIGN
16#A674..16#A67D    ; Extend % Mn  [10] COMBINING CYRILLIC LETTER UKRAINIAN IE..16#COMBINING CYRILLIC PAYEROK
16#A69E..16#A69F    ; Extend % Mn   [2] COMBINING CYRILLIC LETTER EF..16#COMBINING CYRILLIC LETTER IOTIFIED E
16#A6F0..16#A6F1    ; Extend % Mn   [2] BAMUM COMBINING MARK KOQNDON..16#BAMUM COMBINING MARK TUKWENTIS
16#A802          ; Extend % Mn       SYLOTI NAGRI SIGN DVISVARA
16#A806          ; Extend % Mn       SYLOTI NAGRI SIGN HASANTA
16#A80B          ; Extend % Mn       SYLOTI NAGRI SIGN ANUSVARA
16#A823..16#A824    ; Extend % Mc   [2] SYLOTI NAGRI VOWEL SIGN A..16#SYLOTI NAGRI VOWEL SIGN I
16#A825..16#A826    ; Extend % Mn   [2] SYLOTI NAGRI VOWEL SIGN U..16#SYLOTI NAGRI VOWEL SIGN E
16#A827          ; Extend % Mc       SYLOTI NAGRI VOWEL SIGN OO
16#A880..16#A881    ; Extend % Mc   [2] SAURASHTRA SIGN ANUSVARA..16#SAURASHTRA SIGN VISARGA
16#A8B4..16#A8C3    ; Extend % Mc  [16] SAURASHTRA CONSONANT SIGN HAARU..16#SAURASHTRA VOWEL SIGN AU
16#A8C4..16#A8C5    ; Extend % Mn   [2] SAURASHTRA SIGN VIRAMA..16#SAURASHTRA SIGN CANDRABINDU
16#A8E0..16#A8F1    ; Extend % Mn  [18] COMBINING DEVANAGARI DIGIT ZERO..16#COMBINING DEVANAGARI SIGN AVAGRAHA
16#A926..16#A92D    ; Extend % Mn   [8] KAYAH LI VOWEL UE..16#KAYAH LI TONE CALYA PLOPHU
16#A947..16#A951    ; Extend % Mn  [11] REJANG VOWEL SIGN I..16#REJANG CONSONANT SIGN R
16#A952..16#A953    ; Extend % Mc   [2] REJANG CONSONANT SIGN H..16#REJANG VIRAMA
16#A980..16#A982    ; Extend % Mn   [3] JAVANESE SIGN PANYANGGA..16#JAVANESE SIGN LAYAR
16#A983          ; Extend % Mc       JAVANESE SIGN WIGNYAN
16#A9B3          ; Extend % Mn       JAVANESE SIGN CECAK TELU
16#A9B4..16#A9B5    ; Extend % Mc   [2] JAVANESE VOWEL SIGN TARUNG..16#JAVANESE VOWEL SIGN TOLONG
16#A9B6..16#A9B9    ; Extend % Mn   [4] JAVANESE VOWEL SIGN WULU..16#JAVANESE VOWEL SIGN SUKU MENDUT
16#A9BA..16#A9BB    ; Extend % Mc   [2] JAVANESE VOWEL SIGN TALING..16#JAVANESE VOWEL SIGN DIRGA MURE
16#A9BC          ; Extend % Mn       JAVANESE VOWEL SIGN PEPET
16#A9BD..16#A9C0    ; Extend % Mc   [4] JAVANESE CONSONANT SIGN KERET..16#JAVANESE PANGKON
16#A9E5          ; Extend % Mn       MYANMAR SIGN SHAN SAW
16#AA29..16#AA2E    ; Extend % Mn   [6] CHAM VOWEL SIGN AA..16#CHAM VOWEL SIGN OE
16#AA2F..16#AA30    ; Extend % Mc   [2] CHAM VOWEL SIGN O..16#CHAM VOWEL SIGN AI
16#AA31..16#AA32    ; Extend % Mn   [2] CHAM VOWEL SIGN AU..16#CHAM VOWEL SIGN UE
16#AA33..16#AA34    ; Extend % Mc   [2] CHAM CONSONANT SIGN YA..16#CHAM CONSONANT SIGN RA
16#AA35..16#AA36    ; Extend % Mn   [2] CHAM CONSONANT SIGN LA..16#CHAM CONSONANT SIGN WA
16#AA43          ; Extend % Mn       CHAM CONSONANT SIGN FINAL NG
16#AA4C          ; Extend % Mn       CHAM CONSONANT SIGN FINAL M
16#AA4D          ; Extend % Mc       CHAM CONSONANT SIGN FINAL H
16#AA7B          ; Extend % Mc       MYANMAR SIGN PAO KAREN TONE
16#AA7C          ; Extend % Mn       MYANMAR SIGN TAI LAING TONE-2
16#AA7D          ; Extend % Mc       MYANMAR SIGN TAI LAING TONE-5
16#AAB0          ; Extend % Mn       TAI VIET MAI KANG
16#AAB2..16#AAB4    ; Extend % Mn   [3] TAI VIET VOWEL I..16#TAI VIET VOWEL U
16#AAB7..16#AAB8    ; Extend % Mn   [2] TAI VIET MAI KHIT..16#TAI VIET VOWEL IA
16#AABE..16#AABF    ; Extend % Mn   [2] TAI VIET VOWEL AM..16#TAI VIET TONE MAI EK
16#AAC1          ; Extend % Mn       TAI VIET TONE MAI THO
16#AAEB          ; Extend % Mc       MEETEI MAYEK VOWEL SIGN II
16#AAEC..16#AAED    ; Extend % Mn   [2] MEETEI MAYEK VOWEL SIGN UU..16#MEETEI MAYEK VOWEL SIGN AAI
16#AAEE..16#AAEF    ; Extend % Mc   [2] MEETEI MAYEK VOWEL SIGN AU..16#MEETEI MAYEK VOWEL SIGN AAU
16#AAF5          ; Extend % Mc       MEETEI MAYEK VOWEL SIGN VISARGA
16#AAF6          ; Extend % Mn       MEETEI MAYEK VIRAMA
16#ABE3..16#ABE4    ; Extend % Mc   [2] MEETEI MAYEK VOWEL SIGN ONAP..16#MEETEI MAYEK VOWEL SIGN INAP
16#ABE5          ; Extend % Mn       MEETEI MAYEK VOWEL SIGN ANAP
16#ABE6..16#ABE7    ; Extend % Mc   [2] MEETEI MAYEK VOWEL SIGN YENAP..16#MEETEI MAYEK VOWEL SIGN SOUNAP
16#ABE8          ; Extend % Mn       MEETEI MAYEK VOWEL SIGN UNAP
16#ABE9..16#ABEA    ; Extend % Mc   [2] MEETEI MAYEK VOWEL SIGN CHEINAP..16#MEETEI MAYEK VOWEL SIGN NUNG
16#ABEC          ; Extend % Mc       MEETEI MAYEK LUM IYEK
16#ABED          ; Extend % Mn       MEETEI MAYEK APUN IYEK
16#FB1E          ; Extend % Mn       HEBREW POINT JUDEO-SPANISH VARIKA
16#FE00..16#FE0F    ; Extend % Mn  [16] VARIATION SELECTOR-1..16#VARIATION SELECTOR-16
16#FE20..16#FE2F    ; Extend % Mn  [16] COMBINING LIGATURE LEFT HALF..16#COMBINING CYRILLIC TITLO RIGHT HALF
16#FF9E..16#FF9F    ; Extend % Lm   [2] HALFWIDTH KATAKANA VOICED SOUND MARK..16#HALFWIDTH KATAKANA SEMI-VOICED SOUND MARK
16#101FD         ; Extend % Mn       PHAISTOS DISC SIGN COMBINING OBLIQUE STROKE
16#102E0         ; Extend % Mn       COPTIC EPACT THOUSANDS MARK
16#10376..16#1037A  ; Extend % Mn   [5] COMBINING OLD PERMIC LETTER AN..16#COMBINING OLD PERMIC LETTER SII
16#10A01..16#10A03  ; Extend % Mn   [3] KHAROSHTHI VOWEL SIGN I..16#KHAROSHTHI VOWEL SIGN VOCALIC R
16#10A05..16#10A06  ; Extend % Mn   [2] KHAROSHTHI VOWEL SIGN E..16#KHAROSHTHI VOWEL SIGN O
16#10A0C..16#10A0F  ; Extend % Mn   [4] KHAROSHTHI VOWEL LENGTH MARK..16#KHAROSHTHI SIGN VISARGA
16#10A38..16#10A3A  ; Extend % Mn   [3] KHAROSHTHI SIGN BAR ABOVE..16#KHAROSHTHI SIGN DOT BELOW
16#10A3F         ; Extend % Mn       KHAROSHTHI VIRAMA
16#10AE5..16#10AE6  ; Extend % Mn   [2] MANICHAEAN ABBREVIATION MARK ABOVE..16#MANICHAEAN ABBREVIATION MARK BELOW
16#11000         ; Extend % Mc       BRAHMI SIGN CANDRABINDU
16#11001         ; Extend % Mn       BRAHMI SIGN ANUSVARA
16#11002         ; Extend % Mc       BRAHMI SIGN VISARGA
16#11038..16#11046  ; Extend % Mn  [15] BRAHMI VOWEL SIGN AA..16#BRAHMI VIRAMA
16#1107F..16#11081  ; Extend % Mn   [3] BRAHMI NUMBER JOINER..16#KAITHI SIGN ANUSVARA
16#11082         ; Extend % Mc       KAITHI SIGN VISARGA
16#110B0..16#110B2  ; Extend % Mc   [3] KAITHI VOWEL SIGN AA..16#KAITHI VOWEL SIGN II
16#110B3..16#110B6  ; Extend % Mn   [4] KAITHI VOWEL SIGN U..16#KAITHI VOWEL SIGN AI
16#110B7..16#110B8  ; Extend % Mc   [2] KAITHI VOWEL SIGN O..16#KAITHI VOWEL SIGN AU
16#110B9..16#110BA  ; Extend % Mn   [2] KAITHI SIGN VIRAMA..16#KAITHI SIGN NUKTA
16#11100..16#11102  ; Extend % Mn   [3] CHAKMA SIGN CANDRABINDU..16#CHAKMA SIGN VISARGA
16#11127..16#1112B  ; Extend % Mn   [5] CHAKMA VOWEL SIGN A..16#CHAKMA VOWEL SIGN UU
16#1112C         ; Extend % Mc       CHAKMA VOWEL SIGN E
16#1112D..16#11134  ; Extend % Mn   [8] CHAKMA VOWEL SIGN AI..16#CHAKMA MAAYYAA
16#11173         ; Extend % Mn       MAHAJANI SIGN NUKTA
16#11180..16#11181  ; Extend % Mn   [2] SHARADA SIGN CANDRABINDU..16#SHARADA SIGN ANUSVARA
16#11182         ; Extend % Mc       SHARADA SIGN VISARGA
16#111B3..16#111B5  ; Extend % Mc   [3] SHARADA VOWEL SIGN AA..16#SHARADA VOWEL SIGN II
16#111B6..16#111BE  ; Extend % Mn   [9] SHARADA VOWEL SIGN U..16#SHARADA VOWEL SIGN O
16#111BF..16#111C0  ; Extend % Mc   [2] SHARADA VOWEL SIGN AU..16#SHARADA SIGN VIRAMA
16#111CA..16#111CC  ; Extend % Mn   [3] SHARADA SIGN NUKTA..16#SHARADA EXTRA SHORT VOWEL MARK
16#1122C..16#1122E  ; Extend % Mc   [3] KHOJKI VOWEL SIGN AA..16#KHOJKI VOWEL SIGN II
16#1122F..16#11231  ; Extend % Mn   [3] KHOJKI VOWEL SIGN U..16#KHOJKI VOWEL SIGN AI
16#11232..16#11233  ; Extend % Mc   [2] KHOJKI VOWEL SIGN O..16#KHOJKI VOWEL SIGN AU
16#11234         ; Extend % Mn       KHOJKI SIGN ANUSVARA
16#11235         ; Extend % Mc       KHOJKI SIGN VIRAMA
16#11236..16#11237  ; Extend % Mn   [2] KHOJKI SIGN NUKTA..16#KHOJKI SIGN SHADDA
16#1123E         ; Extend % Mn       KHOJKI SIGN SUKUN
16#112DF         ; Extend % Mn       KHUDAWADI SIGN ANUSVARA
16#112E0..16#112E2  ; Extend % Mc   [3] KHUDAWADI VOWEL SIGN AA..16#KHUDAWADI VOWEL SIGN II
16#112E3..16#112EA  ; Extend % Mn   [8] KHUDAWADI VOWEL SIGN U..16#KHUDAWADI SIGN VIRAMA
16#11300..16#11301  ; Extend % Mn   [2] GRANTHA SIGN COMBINING ANUSVARA ABOVE..16#GRANTHA SIGN CANDRABINDU
16#11302..16#11303  ; Extend % Mc   [2] GRANTHA SIGN ANUSVARA..16#GRANTHA SIGN VISARGA
16#1133C         ; Extend % Mn       GRANTHA SIGN NUKTA
16#1133E..16#1133F  ; Extend % Mc   [2] GRANTHA VOWEL SIGN AA..16#GRANTHA VOWEL SIGN I
16#11340         ; Extend % Mn       GRANTHA VOWEL SIGN II
16#11341..16#11344  ; Extend % Mc   [4] GRANTHA VOWEL SIGN U..16#GRANTHA VOWEL SIGN VOCALIC RR
16#11347..16#11348  ; Extend % Mc   [2] GRANTHA VOWEL SIGN EE..16#GRANTHA VOWEL SIGN AI
16#1134B..16#1134D  ; Extend % Mc   [3] GRANTHA VOWEL SIGN OO..16#GRANTHA SIGN VIRAMA
16#11357         ; Extend % Mc       GRANTHA AU LENGTH MARK
16#11362..16#11363  ; Extend % Mc   [2] GRANTHA VOWEL SIGN VOCALIC L..16#GRANTHA VOWEL SIGN VOCALIC LL
16#11366..16#1136C  ; Extend % Mn   [7] COMBINING GRANTHA DIGIT ZERO..16#COMBINING GRANTHA DIGIT SIX
16#11370..16#11374  ; Extend % Mn   [5] COMBINING GRANTHA LETTER A..16#COMBINING GRANTHA LETTER PA
16#11435..16#11437  ; Extend % Mc   [3] NEWA VOWEL SIGN AA..16#NEWA VOWEL SIGN II
16#11438..16#1143F  ; Extend % Mn   [8] NEWA VOWEL SIGN U..16#NEWA VOWEL SIGN AI
16#11440..16#11441  ; Extend % Mc   [2] NEWA VOWEL SIGN O..16#NEWA VOWEL SIGN AU
16#11442..16#11444  ; Extend % Mn   [3] NEWA SIGN VIRAMA..16#NEWA SIGN ANUSVARA
16#11445         ; Extend % Mc       NEWA SIGN VISARGA
16#11446         ; Extend % Mn       NEWA SIGN NUKTA
16#114B0..16#114B2  ; Extend % Mc   [3] TIRHUTA VOWEL SIGN AA..16#TIRHUTA VOWEL SIGN II
16#114B3..16#114B8  ; Extend % Mn   [6] TIRHUTA VOWEL SIGN U..16#TIRHUTA VOWEL SIGN VOCALIC LL
16#114B9         ; Extend % Mc       TIRHUTA VOWEL SIGN E
16#114BA         ; Extend % Mn       TIRHUTA VOWEL SIGN SHORT E
16#114BB..16#114BE  ; Extend % Mc   [4] TIRHUTA VOWEL SIGN AI..16#TIRHUTA VOWEL SIGN AU
16#114BF..16#114C0  ; Extend % Mn   [2] TIRHUTA SIGN CANDRABINDU..16#TIRHUTA SIGN ANUSVARA
16#114C1         ; Extend % Mc       TIRHUTA SIGN VISARGA
16#114C2..16#114C3  ; Extend % Mn   [2] TIRHUTA SIGN VIRAMA..16#TIRHUTA SIGN NUKTA
16#115AF..16#115B1  ; Extend % Mc   [3] SIDDHAM VOWEL SIGN AA..16#SIDDHAM VOWEL SIGN II
16#115B2..16#115B5  ; Extend % Mn   [4] SIDDHAM VOWEL SIGN U..16#SIDDHAM VOWEL SIGN VOCALIC RR
16#115B8..16#115BB  ; Extend % Mc   [4] SIDDHAM VOWEL SIGN E..16#SIDDHAM VOWEL SIGN AU
16#115BC..16#115BD  ; Extend % Mn   [2] SIDDHAM SIGN CANDRABINDU..16#SIDDHAM SIGN ANUSVARA
16#115BE         ; Extend % Mc       SIDDHAM SIGN VISARGA
16#115BF..16#115C0  ; Extend % Mn   [2] SIDDHAM SIGN VIRAMA..16#SIDDHAM SIGN NUKTA
16#115DC..16#115DD  ; Extend % Mn   [2] SIDDHAM VOWEL SIGN ALTERNATE U..16#SIDDHAM VOWEL SIGN ALTERNATE UU
16#11630..16#11632  ; Extend % Mc   [3] MODI VOWEL SIGN AA..16#MODI VOWEL SIGN II
16#11633..16#1163A  ; Extend % Mn   [8] MODI VOWEL SIGN U..16#MODI VOWEL SIGN AI
16#1163B..16#1163C  ; Extend % Mc   [2] MODI VOWEL SIGN O..16#MODI VOWEL SIGN AU
16#1163D         ; Extend % Mn       MODI SIGN ANUSVARA
16#1163E         ; Extend % Mc       MODI SIGN VISARGA
16#1163F..16#11640  ; Extend % Mn   [2] MODI SIGN VIRAMA..16#MODI SIGN ARDHACANDRA
16#116AB         ; Extend % Mn       TAKRI SIGN ANUSVARA
16#116AC         ; Extend % Mc       TAKRI SIGN VISARGA
16#116AD         ; Extend % Mn       TAKRI VOWEL SIGN AA
16#116AE..16#116AF  ; Extend % Mc   [2] TAKRI VOWEL SIGN I..16#TAKRI VOWEL SIGN II
16#116B0..16#116B5  ; Extend % Mn   [6] TAKRI VOWEL SIGN U..16#TAKRI VOWEL SIGN AU
16#116B6         ; Extend % Mc       TAKRI SIGN VIRAMA
16#116B7         ; Extend % Mn       TAKRI SIGN NUKTA
16#1171D..16#1171F  ; Extend % Mn   [3] AHOM CONSONANT SIGN MEDIAL LA..16#AHOM CONSONANT SIGN MEDIAL LIGATING RA
16#11720..16#11721  ; Extend % Mc   [2] AHOM VOWEL SIGN A..16#AHOM VOWEL SIGN AA
16#11722..16#11725  ; Extend % Mn   [4] AHOM VOWEL SIGN I..16#AHOM VOWEL SIGN UU
16#11726         ; Extend % Mc       AHOM VOWEL SIGN E
16#11727..16#1172B  ; Extend % Mn   [5] AHOM VOWEL SIGN AW..16#AHOM SIGN KILLER
16#11A01..16#11A06  ; Extend % Mn   [6] ZANABAZAR SQUARE VOWEL SIGN I..16#ZANABAZAR SQUARE VOWEL SIGN O
16#11A07..16#11A08  ; Extend % Mc   [2] ZANABAZAR SQUARE VOWEL SIGN AI..16#ZANABAZAR SQUARE VOWEL SIGN AU
16#11A09..16#11A0A  ; Extend % Mn   [2] ZANABAZAR SQUARE VOWEL SIGN REVERSED I..16#ZANABAZAR SQUARE VOWEL LENGTH MARK
16#11A33..16#11A38  ; Extend % Mn   [6] ZANABAZAR SQUARE FINAL CONSONANT MARK..16#ZANABAZAR SQUARE SIGN ANUSVARA
16#11A39         ; Extend % Mc       ZANABAZAR SQUARE SIGN VISARGA
16#11A3B..16#11A3E  ; Extend % Mn   [4] ZANABAZAR SQUARE CLUSTER-FINAL LETTER YA..16#ZANABAZAR SQUARE CLUSTER-FINAL LETTER VA
16#11A47         ; Extend % Mn       ZANABAZAR SQUARE SUBJOINER
16#11A51..16#11A56  ; Extend % Mn   [6] SOYOMBO VOWEL SIGN I..16#SOYOMBO VOWEL SIGN OE
16#11A57..16#11A58  ; Extend % Mc   [2] SOYOMBO VOWEL SIGN AI..16#SOYOMBO VOWEL SIGN AU
16#11A59..16#11A5B  ; Extend % Mn   [3] SOYOMBO VOWEL SIGN VOCALIC R..16#SOYOMBO VOWEL LENGTH MARK
16#11A8A..16#11A96  ; Extend % Mn  [13] SOYOMBO FINAL CONSONANT SIGN G..16#SOYOMBO SIGN ANUSVARA
16#11A97         ; Extend % Mc       SOYOMBO SIGN VISARGA
16#11A98..16#11A99  ; Extend % Mn   [2] SOYOMBO GEMINATION MARK..16#SOYOMBO SUBJOINER
16#11C2F         ; Extend % Mc       BHAIKSUKI VOWEL SIGN AA
16#11C30..16#11C36  ; Extend % Mn   [7] BHAIKSUKI VOWEL SIGN I..16#BHAIKSUKI VOWEL SIGN VOCALIC L
16#11C38..16#11C3D  ; Extend % Mn   [6] BHAIKSUKI VOWEL SIGN E..16#BHAIKSUKI SIGN ANUSVARA
16#11C3E         ; Extend % Mc       BHAIKSUKI SIGN VISARGA
16#11C3F         ; Extend % Mn       BHAIKSUKI SIGN VIRAMA
16#11C92..16#11CA7  ; Extend % Mn  [22] MARCHEN SUBJOINED LETTER KA..16#MARCHEN SUBJOINED LETTER ZA
16#11CA9         ; Extend % Mc       MARCHEN SUBJOINED LETTER YA
16#11CAA..16#11CB0  ; Extend % Mn   [7] MARCHEN SUBJOINED LETTER RA..16#MARCHEN VOWEL SIGN AA
16#11CB1         ; Extend % Mc       MARCHEN VOWEL SIGN I
16#11CB2..16#11CB3  ; Extend % Mn   [2] MARCHEN VOWEL SIGN U..16#MARCHEN VOWEL SIGN E
16#11CB4         ; Extend % Mc       MARCHEN VOWEL SIGN O
16#11CB5..16#11CB6  ; Extend % Mn   [2] MARCHEN SIGN ANUSVARA..16#MARCHEN SIGN CANDRABINDU
16#11D31..16#11D36  ; Extend % Mn   [6] MASARAM GONDI VOWEL SIGN AA..16#MASARAM GONDI VOWEL SIGN VOCALIC R
16#11D3A         ; Extend % Mn       MASARAM GONDI VOWEL SIGN E
16#11D3C..16#11D3D  ; Extend % Mn   [2] MASARAM GONDI VOWEL SIGN AI..16#MASARAM GONDI VOWEL SIGN O
16#11D3F..16#11D45  ; Extend % Mn   [7] MASARAM GONDI VOWEL SIGN AU..16#MASARAM GONDI VIRAMA
16#11D47         ; Extend % Mn       MASARAM GONDI RA-KARA
16#16AF0..16#16AF4  ; Extend % Mn   [5] BASSA VAH COMBINING HIGH TONE..16#BASSA VAH COMBINING HIGH-LOW TONE
16#16B30..16#16B36  ; Extend % Mn   [7] PAHAWH HMONG MARK CIM TUB..16#PAHAWH HMONG MARK CIM TAUM
16#16F51..16#16F7E  ; Extend % Mc  [46] MIAO SIGN ASPIRATION..16#MIAO VOWEL SIGN NG
16#16F8F..16#16F92  ; Extend % Mn   [4] MIAO TONE RIGHT..16#MIAO TONE BELOW
16#1BC9D..16#1BC9E  ; Extend % Mn   [2] DUPLOYAN THICK LETTER SELECTOR..16#DUPLOYAN DOUBLE MARK
16#1D165..16#1D166  ; Extend % Mc   [2] MUSICAL SYMBOL COMBINING STEM..16#MUSICAL SYMBOL COMBINING SPRECHGESANG STEM
16#1D167..16#1D169  ; Extend % Mn   [3] MUSICAL SYMBOL COMBINING TREMOLO-1..16#MUSICAL SYMBOL COMBINING TREMOLO-3
16#1D16D..16#1D172  ; Extend % Mc   [6] MUSICAL SYMBOL COMBINING AUGMENTATION DOT..16#MUSICAL SYMBOL COMBINING FLAG-5
16#1D17B..16#1D182  ; Extend % Mn   [8] MUSICAL SYMBOL COMBINING ACCENT..16#MUSICAL SYMBOL COMBINING LOURE
16#1D185..16#1D18B  ; Extend % Mn   [7] MUSICAL SYMBOL COMBINING DOIT..16#MUSICAL SYMBOL COMBINING TRIPLE TONGUE
16#1D1AA..16#1D1AD  ; Extend % Mn   [4] MUSICAL SYMBOL COMBINING DOWN BOW..16#MUSICAL SYMBOL COMBINING SNAP PIZZICATO
16#1D242..16#1D244  ; Extend % Mn   [3] COMBINING GREEK MUSICAL TRISEME..16#COMBINING GREEK MUSICAL PENTASEME
16#1DA00..16#1DA36  ; Extend % Mn  [55] SIGNWRITING HEAD RIM..16#SIGNWRITING AIR SUCKING IN
16#1DA3B..16#1DA6C  ; Extend % Mn  [50] SIGNWRITING MOUTH CLOSED NEUTRAL..16#SIGNWRITING EXCITEMENT
16#1DA75         ; Extend % Mn       SIGNWRITING UPPER BODY TILTING FROM HIP JOINTS
16#1DA84         ; Extend % Mn       SIGNWRITING LOCATION HEAD NECK
16#1DA9B..16#1DA9F  ; Extend % Mn   [5] SIGNWRITING FILL MODIFIER-2..16#SIGNWRITING FILL MODIFIER-6
16#1DAA1..16#1DAAF  ; Extend % Mn  [15] SIGNWRITING ROTATION MODIFIER-2..16#SIGNWRITING ROTATION MODIFIER-16
16#1E000..16#1E006  ; Extend % Mn   [7] COMBINING GLAGOLITIC LETTER AZU..16#COMBINING GLAGOLITIC LETTER ZHIVETE
16#1E008..16#1E018  ; Extend % Mn  [17] COMBINING GLAGOLITIC LETTER ZEMLJA..16#COMBINING GLAGOLITIC LETTER HERU
16#1E01B..16#1E021  ; Extend % Mn   [7] COMBINING GLAGOLITIC LETTER SHTA..16#COMBINING GLAGOLITIC LETTER YATI
16#1E023..16#1E024  ; Extend % Mn   [2] COMBINING GLAGOLITIC LETTER YU..16#COMBINING GLAGOLITIC LETTER SMALL YUS
